Title,Link,Journal Title,Publication Year,Authors,DOI,Keywords,Citations (in PMC),Citations (Crossref),Citations (OpenAlex),Citations (Semantic Scholar),Influential Citations,Altmetric Score,Mendeley Readers,Social Media Mentions,OpenAlex Concepts,TLDR Summary,Journal Title,Publication Year,Authors,DOI,Keywords,FieldsOfStudy,Citations (in PMC),Citations (Crossref),Citations (OpenAlex),Citations (Semantic Scholar),Influential Citations,Altmetric Score,Mendeley Readers,Social Media Mentions,OpenAlex Concepts,TLDR Summary,Full Text Link
FAIRness and usability for open-access omics data systems.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6371294/,Genome Research,2005.0,"Belinda Giardine, Cathy Riemer, Ross C. Hardison, Richard Burhans, Laura Elnitski, Prachi Shah, Yi Zhang, Daniel Blankenberg, Istvan Albert, James Taylor, Webb Miller, W. James Kent, Anton Nekrutenko",10.1101/gr.4086505,,,1712.0,2050.0,2125.0,142.0,16.45,1481.0,26.0,"Annotation, Biology, Computer science, Genome, Galaxy","An interactive system, Galaxy, that combines the power of existing genome annotation databases with a simple Web portal to enable users to search remote resources, combine data from independent queries, and visualize the results.",Genome Research,2005.0,"Belinda Giardine, Cathy Riemer, Ross C. Hardison, Richard Burhans, Laura Elnitski, Prachi Shah, Yi Zhang, Daniel Blankenberg, Istvan Albert, James Taylor, Webb Miller, W. James Kent, Anton Nekrutenko",10.1101/gr.4086505,,"['Medicine', 'Biology']",,1714.0,2051.0,2127.0,142.0,16.45,1481,26.0,"Annotation, Biology, Computer science, Genome, Galaxy","An interactive system, Galaxy, that combines the power of existing genome annotation databases with a simple Web portal to enable users to search remote resources, combine data from independent queries, and visualize the results.",https://genome.cshlp.org/content/15/10/1451.full.pdf
NASA GeneLab platform utilized for biological response to space radiation in animal models,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7072278/,Cancers,2020.0,"J. Tyson McDonald, Robert Stainforth, Jack Miller, Thomas Cahill, Willian A. da Silveira, Komal S. Rathi, Gary Hardiman, Deanne Taylor, Sylvain V. Costes, Vinita Chauhan, Robert Meller, Afshin Beheshti",10.3390/cancers12020381,,,23.0,23.0,22.0,0.0,1.85,58.0,4.0,"Spaceflight, Ionizing radiation, Cosmic ray, Space radiation, Van Allen radiation belt","Different biological signatures associating specific ions with specific biological responses due to radiation exposure in space were identified, including changes in mitochondrial function, ribosomal assembly, and immune pathways as a function of dose.",Cancers,2020.0,"J. Tyson McDonald, Robert Stainforth, Jack Miller, Thomas Cahill, Willian A. da Silveira, Komal S. Rathi, Gary Hardiman, Deanne Taylor, Sylvain V. Costes, Vinita Chauhan, Robert Meller, Afshin Beheshti",10.3390/cancers12020381,,"['Environmental Science', 'Medicine']",,23.0,24.0,22.0,0.0,1.85,58,4.0,"Spaceflight, Ionizing radiation, Cosmic ray, Space radiation, Van Allen radiation belt","Different biological signatures associating specific ions with specific biological responses due to radiation exposure in space were identified, including changes in mitochondrial function, ribosomal assembly, and immune pathways as a function of dose.",https://www.mdpi.com/2072-6694/12/2/381/pdf?version=1582970775
Circulating miRNA spaceflight signature reveals targets for countermeasure development,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8441986/,Cell Reports,2020.0,"Sherina Malkani, Christopher R. Chin, Egle Cekanaviciute, Marie Mortreux, Hazeem Okinula, Marcel Tarbier, Ann-Sofie Schreurs, Yasaman Shirazi-Fard, Candice G.T. Tahimic, Deyra N. Rodriguez, Brittany S. Sexton, Daniel Butler, Akanksha Verma, Daniela Bezdan, Ceyda Durmaz, Matthew MacKay, Ari Melnick, Cem Meydan, Sheng Li, Francine Garrett-Bakelman, Bastian Fromm, Ebrahim Afshinnekoo, Brad W. Langhorst, Eileen T. Dimalanta, Margareth Cheng-Campbell, Elizabeth Blaber, Jonathan C. Schisler, Charles Vanderburg, Marc R. Friedländer, J. Tyson McDonald, Sylvain V. Costes, Seward Rutkove, Peter Grabham, Christopher E. Mason, Afshin Beheshti",10.1016/j.celrep.2020.108448,,,64.0,69.0,58.0,2.0,125.2,100.0,68.0,"Spaceflight, Countermeasure, microRNA, Signature (topology), Biology","A spaceflight-associated microRNA signature that is shared by rodents and humans in response to simulated, short-duration and long-duration spaceflight is identified and validated and a subset of these miRNAs was found to regulate vascular damage caused by simulated deep space radiation.",Cell Reports,2020.0,"Sherina Malkani, Christopher R. Chin, Egle Cekanaviciute, Marie Mortreux, Hazeem Okinula, Marcel Tarbier, Ann-Sofie Schreurs, Yasaman Shirazi-Fard, Candice G.T. Tahimic, Deyra N. Rodriguez, Brittany S. Sexton, Daniel Butler, Akanksha Verma, Daniela Bezdan, Ceyda Durmaz, Matthew MacKay, Ari Melnick, Cem Meydan, Sheng Li, Francine Garrett-Bakelman, Bastian Fromm, Ebrahim Afshinnekoo, Brad W. Langhorst, Eileen T. Dimalanta, Margareth Cheng-Campbell, Elizabeth Blaber, Jonathan C. Schisler, Charles Vanderburg, Marc R. Friedländer, J. Tyson McDonald, Sylvain V. Costes, Seward Rutkove, Peter Grabham, Christopher E. Mason, Afshin Beheshti",10.1016/j.celrep.2020.108448,,"['Medicine', 'Biology']",,64.0,69.0,58.0,2.0,125.2,100,68.0,"Spaceflight, Countermeasure, microRNA, Signature (topology), Biology","A spaceflight-associated microRNA signature that is shared by rodents and humans in response to simulated, short-duration and long-duration spaceflight is identified and validated and a subset of these miRNAs was found to regulate vascular damage caused by simulated deep space radiation.",https://www.cell.com/article/S2211124720314376/pdf
Machine learning algorithm to characterize antimicrobial resistance associated with the International Space Station surface microbiome,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9400218/,Microbiome,2022.0,"Pedro Madrigal, Nitin K. Singh, Jason M. Wood, Elena Gaudioso, Félix Hernández-del-Olmo, Christopher E. Mason, Kasthuri Venkateswaran, Afshin Beheshti",10.1186/s40168-022-01332-w,,,32.0,35.0,29.0,0.0,31.85,86.0,38.0,"Metagenomics, Biology, Antibiotic resistance, Microbiome, Microbial ecology","This study identified the AMR genes associated with whole genomes of 226 cultivable strains, 21 shotgun metagenome sequences, and 24 MAGs retrieved from the ISS environmental samples that were treated with propidium monoazide (PMA; viable microbes).",Microbiome,2022.0,"Pedro Madrigal, Nitin K. Singh, Jason M. Wood, Elena Gaudioso, Félix Hernández-del-Olmo, Christopher E. Mason, Kasthuri Venkateswaran, Afshin Beheshti",10.1186/s40168-022-01332-w,,"['Medicine', 'Biology']",,32.0,35.0,29.0,0.0,31.85,86,38.0,"Metagenomics, Biology, Antibiotic resistance, Microbiome, Microbial ecology","This study identified the AMR genes associated with whole genomes of 226 cultivable strains, 21 shotgun metagenome sequences, and 24 MAGs retrieved from the ISS environmental samples that were treated with propidium monoazide (PMA; viable microbes).",https://microbiomejournal.biomedcentral.com/counter/pdf/10.1186/s40168-022-01332-w
Extraterrestrial Gynecology: Could Spaceflight Increase the Risk of Developing Cancer in Female Astronauts? An Updated Review,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9267413/,International Journal of Molecular Sciences,2022.0,"Rosa Drago-Ferrante, Riccardo Di Fiore, Fathi Karouia, Yashwanth Subbannayya, Saswati Das, Begum Aydogan Mathyk, Shehbeel Arif, Ana Paula Guevara-Cerdán, Allen Seylani, Aman Singh Galsinh, Weronika Kukulska, Joseph Borg, Sherif Suleiman, David Marshall Porterfield, Andrea Camera, Lane K. Christenson, April Elizabeth Ronca, Jonathan G. Steller, Afshin Beheshti, Jean Calleja-Agius",10.3390/ijms23137465,,,20.0,22.0,14.0,1.0,42.55,54.0,45.0,"Spaceflight, Human spaceflight, Medicine, Cancer, Space radiation","The aim is to provide a summary of the research that has been carried out related to the risk of gynecological cancer, highlighting what further studies are needed to pave the way for safer exploration class missions, as well as postflight screening and management of women astronauts following long-duration spaceflight.",International Journal of Molecular Sciences,2022.0,"Rosa Drago-Ferrante, Riccardo Di Fiore, Fathi Karouia, Yashwanth Subbannayya, Saswati Das, Begum Aydogan Mathyk, Shehbeel Arif, Ana Paula Guevara-Cerdán, Allen Seylani, Aman Singh Galsinh, Weronika Kukulska, Joseph Borg, Sherif Suleiman, David Marshall Porterfield, Andrea Camera, Lane K. Christenson, April Elizabeth Ronca, Jonathan G. Steller, Afshin Beheshti, Jean Calleja-Agius",10.3390/ijms23137465,,['Medicine'],,20.0,22.0,14.0,1.0,42.55,54,45.0,"Spaceflight, Human spaceflight, Medicine, Cancer, Space radiation","The aim is to provide a summary of the research that has been carried out related to the risk of gynecological cancer, highlighting what further studies are needed to pave the way for safer exploration class missions, as well as postflight screening and management of women astronauts following long-duration spaceflight.",https://www.mdpi.com/1422-0067/23/13/7465/pdf?version=1657079862
Muscle atrophy phenotype gene expression during spaceflight is linked to a metabolic crosstalk in both the liver and the muscle in mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9576569/,iScience,2022.0,"Geraldine Vitry, Rebecca Finch, Gavin Mcstay, Afshin Behesti, Sébastien Déjean, Tricia Larose, Virginia Wotring, Willian Abraham da Silveira",10.1016/j.isci.2022.105213,,,15.0,16.0,13.0,1.0,11.15,20.0,19.0,"Spaceflight, Gene expression, Biology, Transcriptome, Muscle atrophy","Impaired lipid metabolism gene expression in the liver and muscle atrophy gene expression are two paired events during spaceflight, for which dietary changes represent a possible countermeasure.",iScience,2022.0,"Geraldine Vitry, Rebecca Finch, Gavin Mcstay, Afshin Behesti, Sébastien Déjean, Tricia Larose, Virginia Wotring, Willian Abraham da Silveira",10.1016/j.isci.2022.105213,,['Medicine'],,15.0,16.0,13.0,1.0,11.149999999999999,20,19.0,"Spaceflight, Gene expression, Biology, Transcriptome, Muscle atrophy","Impaired lipid metabolism gene expression in the liver and muscle atrophy gene expression are two paired events during spaceflight, for which dietary changes represent a possible countermeasure.",https://www.cell.com/article/S2589004222014857/pdf
Chromosomal positioning and epigenetic architecture influence DNA methylation patterns triggered by galactic cosmic radiation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10789781/,Scientific Reports,2024.0,"Adrian Perdyan, Marcin Jąkalski, Monika Horbacz, Afshin Beheshti, Jakub Mieczkowski",10.1038/s41598-024-51756-7,,,3.0,3.0,2.0,0.0,28.15,14.0,27.0,"Epigenetics, Chromatin, DNA methylation, Cosmic ray, Biology",,Scientific Reports,2024.0,"Adrian Perdyan, Marcin Jąkalski, Monika Horbacz, Afshin Beheshti, Jakub Mieczkowski",10.1038/s41598-024-51756-7,,['Medicine'],,3.0,3.0,2.0,0.0,28.15,14,27.0,"Epigenetics, Chromatin, DNA methylation, Cosmic ray, Biology",,https://www.nature.com/articles/s41598-024-51756-7.pdf
"A comprehensive SARS-CoV-2 and COVID-19 review, Part 2: Host extracellular to systemic effects of SARS-CoV-2 infection",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10772081/,European Journal of Human Genetics,2023.0,"S. Anand Narayanan, David A. Jamison, Joseph W. Guarnieri, Victoria Zaksas, Michael Topper, Andrew P. Koutnik, Jiwoon Park, Kevin B. Clark, Francisco J. Enguita, Ana Lúcia Leitão, Saswati Das, Pedro M. Moraes-Vieira, Diego Galeano, Christopher E. Mason, Nídia S. Trovão, Robert E. Schwartz, Jonathan C. Schisler, Jordana G. A. Coelho-dos-Reis, Eve Syrkin Wurtele, Afshin Beheshti",10.1038/s41431-023-01462-1,,,39.0,38.0,34.0,2.0,359.65000000000043,114.0,939.0,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), Context (archaeology), Coronavirus disease 2019 (COVID-19), Betacoronavirus, Pandemic",The focus of this review is on the biological effects of the SARS-CoV-2 virus on post-acute disease in the context of tissue and organ adaptations and damage.,European Journal of Human Genetics,2023.0,"S. Anand Narayanan, David A. Jamison, Joseph W. Guarnieri, Victoria Zaksas, Michael Topper, Andrew P. Koutnik, Jiwoon Park, Kevin B. Clark, Francisco J. Enguita, Ana Lúcia Leitão, Saswati Das, Pedro M. Moraes-Vieira, Diego Galeano, Christopher E. Mason, Nídia S. Trovão, Robert E. Schwartz, Jonathan C. Schisler, Jordana G. A. Coelho-dos-Reis, Eve Syrkin Wurtele, Afshin Beheshti",10.1038/s41431-023-01462-1,,['Medicine'],,39.0,38.0,35.0,2.0,359.15000000000043,114,939.0,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), Context (archaeology), Coronavirus disease 2019 (COVID-19), Betacoronavirus, Pandemic",The focus of this review is on the biological effects of the SARS-CoV-2 virus on post-acute disease in the context of tissue and organ adaptations and damage.,https://www.nature.com/articles/s41431-023-01462-1.pdf
Aging and putative frailty biomarkers are altered by spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166946/,Scientific Reports,2024.0,"Andrea Camera, Marshall Tabetah, Veronica Castañeda, JangKeun Kim, Aman Singh Galsinh, Alissen Haro-Vinueza, Ivonne Salinas, Allen Seylani, Shehbeel Arif, Saswati Das, Marcelo A. Mori, Anthony Carano, Lorraine Christine de Oliveira, Masafumi Muratani, Richard Barker, Victoria Zaksas, Chirag Goel, Eleni Dimokidis, Deanne M. Taylor, Jisu Jeong, Eliah Overbey, Cem Meydan, D. Marshall Porterfield, Juan Esteban Díaz, Andrés Caicedo, Jonathan C. Schisler, Evagelia C. Laiakis, Christopher E. Mason, Man S. Kim, Fathi Karouia, Nathaniel J. Szewczyk, Afshin Beheshti",10.1038/s41598-024-57948-5,,,11.0,12.0,9.0,0.0,125.2,35.0,67.0,"Spaceflight, Context (archaeology), Epigenomics, Disease, Sarcopenia","It is suggested that the parallels between spaceflight and the aging process may extend to encompass frailty as well, and further investigations exploring the utility of a frailty index in monitoring astronaut health appear to be warranted.",Scientific Reports,2024.0,"Andrea Camera, Marshall Tabetah, Veronica Castañeda, JangKeun Kim, Aman Singh Galsinh, Alissen Haro-Vinueza, Ivonne Salinas, Allen Seylani, Shehbeel Arif, Saswati Das, Marcelo A. Mori, Anthony Carano, Lorraine Christine de Oliveira, Masafumi Muratani, Richard Barker, Victoria Zaksas, Chirag Goel, Eleni Dimokidis, Deanne M. Taylor, Jisu Jeong, Eliah Overbey, Cem Meydan, D. Marshall Porterfield, Juan Esteban Díaz, Andrés Caicedo, Jonathan C. Schisler, Evagelia C. Laiakis, Christopher E. Mason, Man S. Kim, Fathi Karouia, Nathaniel J. Szewczyk, Afshin Beheshti",10.1038/s41598-024-57948-5,,['Medicine'],,11.0,12.0,9.0,0.0,125.2,38,67.0,"Spaceflight, Context (archaeology), Epigenomics, Disease, Sarcopenia","It is suggested that the parallels between spaceflight and the aging process may extend to encompass frailty as well, and further investigations exploring the utility of a frailty index in monitoring astronaut health appear to be warranted.",https://www.nature.com/articles/s41598-024-57948-5.pdf
Space radiation damage rescued by inhibition of key spaceflight associated miRNAs,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166944/,Nature Communications,2024.0,"J. Tyson McDonald, JangKeun Kim, Lily Farmerie, Meghan L. Johnson, Nidia S. Trovao, Shehbeel Arif, Keith Siew, Sergey Tsoy, Yaron Bram, Jiwoon Park, Eliah Overbey, Krista Ryon, Jeffrey Haltom, Urminder Singh, Francisco J. Enguita, Victoria Zaksas, Joseph W. Guarnieri, Michael Topper, Douglas C. Wallace, Cem Meydan, Stephen Baylin, Robert Meller, Masafumi Muratani, D. Marshall Porterfield, Brett Kaufman, Marcelo A. Mori, Stephen B. Walsh, Dominique Sigaudo-Roussel, Saida Mebarek, Massimo Bottini, Christophe A. Marquette, Eve Syrkin Wurtele, Robert E. Schwartz, Diego Galeano, Christopher E. Mason, Peter Grabham, Afshin Beheshti",10.1038/s41467-024-48920-y,,,8.0,8.0,4.0,0.0,1252.35,18.0,184.0,"Spaceflight, microRNA, Transcriptome, Space radiation, Countermeasure",The genes and pathways implicated in the action of these antagomirs are altered in humans and indicate a countermeasure strategy that can potentially be utilized by astronauts in spaceflight missions to mitigate space radiation damage.,Nature Communications,2024.0,"J. Tyson McDonald, JangKeun Kim, Lily Farmerie, Meghan L. Johnson, Nidia S. Trovao, Shehbeel Arif, Keith Siew, Sergey Tsoy, Yaron Bram, Jiwoon Park, Eliah Overbey, Krista Ryon, Jeffrey Haltom, Urminder Singh, Francisco J. Enguita, Victoria Zaksas, Joseph W. Guarnieri, Michael Topper, Douglas C. Wallace, Cem Meydan, Stephen Baylin, Robert Meller, Masafumi Muratani, D. Marshall Porterfield, Brett Kaufman, Marcelo A. Mori, Stephen B. Walsh, Dominique Sigaudo-Roussel, Saida Mebarek, Massimo Bottini, Christophe A. Marquette, Eve Syrkin Wurtele, Robert E. Schwartz, Diego Galeano, Christopher E. Mason, Peter Grabham, Afshin Beheshti",10.1038/s41467-024-48920-y,,['Medicine'],,8.0,8.0,4.0,0.0,1252.35,18,184.0,"Spaceflight, microRNA, Transcriptome, Space radiation, Countermeasure",The genes and pathways implicated in the action of these antagomirs are altered in humans and indicate a countermeasure strategy that can potentially be utilized by astronauts in spaceflight missions to mitigate space radiation damage.,https://www.nature.com/articles/s41467-024-48920-y.pdf
Ethical considerations for the age of non-governmental space exploration,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166968/,Nature Communications,2024.0,"Allen Seylani, Aman Singh Galsinh, Alexia Tasoula, Anu R I, Andrea Camera, Jean Calleja-Agius, Joseph Borg, Chirag Goel, JangKeun Kim, Kevin B. Clark, Saswati Das, Shehbeel Arif, Michael Boerrigter, Caroline Coffey, Nathaniel Szewczyk, Christopher E. Mason, Maria Manoli, Fathi Karouia, Hansjörg Schwertz, Afshin Beheshti, Dana Tulodziecki",10.1038/s41467-023-44357-x,,,7.0,7.0,5.0,0.0,40.7,12.0,24.0,"Space (punctuation), Government (linguistics), Context (archaeology), Subject (documents), Private sector",,Nature Communications,2024.0,"Allen Seylani, Aman Singh Galsinh, Alexia Tasoula, Anu R I, Andrea Camera, Jean Calleja-Agius, Joseph Borg, Chirag Goel, JangKeun Kim, Kevin B. Clark, Saswati Das, Shehbeel Arif, Michael Boerrigter, Caroline Coffey, Nathaniel Szewczyk, Christopher E. Mason, Maria Manoli, Fathi Karouia, Hansjörg Schwertz, Afshin Beheshti, Dana Tulodziecki",10.1038/s41467-023-44357-x,,['Medicine'],,7.0,7.0,5.0,0.0,40.7,12,24.0,"Space (punctuation), Government (linguistics), Context (archaeology), Subject (documents), Private sector",,https://www.nature.com/articles/s41467-023-44357-x.pdf
